actor,año_nacimiento,que_hace,conocido_por,lista premios
Rajesh Hamal,1984.0,"['Reparto', 'Música']","['Hami Tin Bhai (2004)', 'Seemana (1996)', 'Himalayan Kingdom of Nepal (2007)']",[]
Maxim Mehmet,1975.0,"['Reparto', 'Cámara y electricidad', 'Localización']","['El Barón Rojo (2008)', 'Hijos del Tercer Reich (2013)', 'En el lugar del crimen (1970)']",['Grimme Award']
Tania Emery,1976.0,"['Reparto', 'Dirección', 'Guion']","['En la boca del lobo (2003)', 'Brothers of the Head (2005)']",[]
Alycia-Emma Metdepenningen,,['Reparto'],[],
Angad,1983.0,['Reparto'],"['Inside Edge (2017)', 'Adipurush (2023)']",['Bollywood Film Journalist Awards']
Danielle Leigh Davis,,"['Reparto', 'Diseño de vestuario']",[],
Tyler Trent,,"['Producción', 'Reparto']",[],
Zeina,,['Reparto'],[],
Elley Ringo,,"['Reparto', 'Producción', 'Dirección']","['Frozen Gold (2021)', 'Camp Pleasant Lake (2024)']",
Tanfer Yasar German,1957.0,['Reparto'],"['Çukur (2016)', 'Recep Ivedik 5 (2017)']",
Arnold Oceng,1985.0,"['Reparto', 'Banda sonora']","['La buena mentira (2014)', 'Brotherhood (2016)']","['National Film Awards, UK']"
Ole Schell,,"['Dirección', 'Guion', 'Dirección de fotografía y cámara']",[],['Milano International Film Festival Awards (MIFF Awards)']
Edie Falco,1963.0,"['Reparto', 'Producción', 'Dirección de casting']","['Los Soprano (1999)', 'La tierra prometida (2002)', 'Rockefeller Plaza (2006)']","['Satellite Awards', 'Los Angeles Film Critics Association Awards', 'AFI Fest', 'Television Critics Association Awards', 'AFI Awards, USA', 'New York Film Critics, Online', 'Online Film & Television Association', 'Gold Derby Awards']"
Christina Blodgett,,['Reparto'],[],
B. Thyagarajan,1945.0,"['Reparto', 'Producción', 'Dirección']","['Mambattiyan (2011)', 'Ponnar Sankar (2011)']",
Jack Colgrave Hirst,,['Reparto'],"['El último acto (2018)', 'The Terror (2018)']",
Valerie Cruz,,['Reparto'],"['Cellular (2004)', 'El loft (2014)', 'Dexter (2006)']",[]
Giuseppe Bagheri,,['Reparto'],[],
Maki Miyamoto,1977.0,['Reparto'],"['Omocha (1998)', 'Yellow Dragon (2003)']","['Awards of the Japanese Academy', 'Tokyo International Film Festival']"
Paul Ewen,,"['Edición', 'Dirección']",[],
Brian Anthony Wilson,1960.0,"['Reparto', 'Producción']","['Mensajero del futuro (1997)', 'Sin límites (2011)', 'Un ciudadano ejemplar (2009)']","['Magnolia Independent Film Festival', ""L' Age d'Or International Arthouse Film Festival"", 'Crown Wood International Film Festival', 'IndieX Film Festival', 'White Unicorn International Film Festival', 'Reale Film Festival', 'New Fort International Film Festival']"
Armstrong,1980.0,"['Reparto', 'Dirección', 'Guion']","['Cosas nuestras (2006)', 'Stay Alive (2006)', 'Devuélveme mi suerte (2006)']",[]
Vladimir Mineev,,['Reparto'],[],
Takayuki Ohishi,,['Reparto'],[],
Cansu Dere,1980.0,['Reparto'],"['Sahsiyet (2018)', 'Ezel (2009)', 'Infiel (2020)']","['Pantene Golden Butterfly Awards', 'PRODU Awards']"
Jarrid Masse,1980.0,"['Reparto', 'Música', 'Cámara y electricidad']",[],"['168 Film Festival, US']"
Jacky Ido,1977.0,"['Reparto', 'Dirección', 'Guion']","['Malditos bastardos (2009)', 'The Catch (2016)']","['Clermont-Ferrand International Short Film Festival', 'San Diego Film Critics Society Awards', 'Screen Actors Guild Awards', 'Phoenix Film Critics Society Awards', 'Central Ohio Film Critics Association', 'CinEuphoria Awards', 'Gold Derby Awards']"
Pedro Volpe,,['Reparto'],[],
Nathawan Woravit,,['Reparto'],[],
Chepo Reynoso,,['Reparto'],[],
Helena Lindgren,1957.0,"['Vestuario', 'Reparto', 'Maquillaje']","['Jousiampuja (1982)', 'Jon (1983)', 'Tango Kabaree (2001)']",
Kim Danmi,,['Reparto'],[],
Michael Antonik,,"['Cámara y electricidad', 'Edición', 'Efectos visuales']",[],
Barry Fitzgerald,1888.0,"['Reparto', 'Banda sonora']","['El hombre tranquilo (1952)', 'Siguiendo mi camino (1944)']","['Academy Awards, USA', 'Golden Globes, USA', 'New York Film Critics Circle Awards', 'Walk of Fame']"
Jeron Thompson,,"['Reparto', 'Sonido']",[],
Jal Shah,,['Reparto'],[],
Richard Elfyn,,['Reparto'],[],
Clariza Vicente,,['Reparto'],"['Hidden Peaks (2018)', 'Last Goodbye (2020)']",[]
Lorenzo Pisoni,,"['Reparto', 'Especialistas', 'Dirección']",[],[]
Mark Empire,,['Reparto'],[],
John Burke,1960.0,['Reparto'],"['RoboCop 3 (1993)', 'Thinner (1996)', 'Confesiones de una mente peligrosa (2002)']",[]
Yitie Liu,,['Reparto'],[],"['Domestic TV series Ceremony, China']"
Elena Wang,,['Cámara y electricidad'],[],
Lee Barron,,"['Dirección', 'Cámara y electricidad', 'Reparto']",[],
Santilal Mukherjee,,"['Reparto', 'Producción']","['Kahaani (2012)', 'Byomkesh O Chiriakhana (2016)']",[]
Kenta Nitta,,['Reparto'],[],
Rochelle Gomes,,"['Reparto', 'Banda sonora']",[],
MYC Agnew,,"['Guion', 'Dirección', 'Producción']",['Senior Entourage (2021)'],"['Las Vegas International Film Festival', 'Jim Thorpe Independent Film Festival']"
Tom Mirth,,['Reparto'],[],
Indumouli Neog,,['Reparto'],[],
Gabriel Ollie Lewis,,['Reparto'],[],
Tyler Harding,,"['Reparto', 'Dirección de fotografía y cámara', 'Dirección']","['Ring of Silence (2019)', 'Just Another Dream (2021)', 'Warpath (2020)']",[]
Rudy Marquez,,"['Reparto', 'Equipos adicionales', 'Producción']",[],"['Studio City Film Festival, US', 'Anatomy Crime and Horror Film Festival']"
Raja Behra,,['Reparto'],[],
Micah Chartrand,,"['Reparto', 'Guion', 'Dirección']",[],['Chain NYC Film Festival']
Kaede Yuasa,,['Reparto'],[],
Timothy Chivalette,,"['Reparto', 'Guion', 'Producción']",[],
Larisa Peters,,"['Reparto', 'Guion', 'Producción']",[],['South African Film and Television Awards']
Carlos Luis Orrala,,"['Reparto', 'Equipos adicionales']",[],
Gabriel Ollie Lewis,,['Reparto'],[],
Joseph Stalletti,,['Reparto'],[],
Ammie Masterson,1979.0,"['Reparto', 'Casting', 'Producción']","['Better Call Saul (2015)', 'Magnum (2018)', 'Thunder Road (2018)']","['Connect Film Festival, AUS', 'Depth of Field International Film Festival Competition']"
Jon K. Farless,1964.0,"['Reparto', 'Casting', 'Producción']","['Equipo a la fuerza (2000)', 'Juego sucio en Las Vegas (2014)']",
Eastside Boom,,['Reparto'],[],
Tara Chiusano,,"['Reparto', 'Producción', 'Equipos adicionales']",[],
Emir Kusturica,1954.0,"['Dirección', 'Guion', 'Reparto']","['Underground (1995)', 'El sueño de Arizona (1993)']","['Berlin International Film Festival', 'Cannes Film Festival', 'César Awards, France', 'Chicago International Film Festival', 'Italian National Syndicate of Film Journalists', 'Moscow International Film Festival', 'Pula Film Festival of Yugoslavian Films', 'São Paulo International Film Festival', 'Venice Film Festival', 'Warsaw International Film Festival', 'Lumiere Awards, France', 'Copenhagen International Film Festival', 'Sofia International Film Festival', 'Kinema Junpo Awards', 'Golden Knight Film Festival', 'Association of Polish Filmmakers Critics Awards', 'Tallinn Black Nights Film Festival', 'Golden Globes, Italy', 'Magritte Awards, Belgium', 'Lisbon & Estoril Film Festival', 'FEST International Film Festival', 'Torino Film Festival', 'Yoga Awards', 'LIFFE - Leskovacki Festival Filmske Rezije']"
Beat Marti,1972.0,"['Reparto', 'Responsable']","['El mundo en llamas (2019)', 'Nichts passiert (2015)', 'I Was a Swiss Banker (2007)']","['Schweizer Fernsehfilmpreis', 'Los Angeles Film Awards', 'Prague International Indie Film Festival', 'Vancouver International Film Awards', 'Roosevelt Island Film Festival']"
Kenny Olson,,"['Reparto', 'Banda sonora']",[],
Johan Kirsten,,"['Reparto', 'Guion', 'Efectos especiales']",[],
Nicholas Maertz,,"['Reparto', 'Guion', 'Edición']",[],
Ali Suliman,1977.0,"['Reparto', 'Producción']","['La sombra del reino (2007)', 'Red de mentiras (2008)', 'El único superviviente (2013)']","['Antalya Golden Orange Film Festival', 'Alexandria International Film Festival', 'Carthage Film Festival', 'Dubai International Film Festival', 'El Gouna Film Festival', 'THE CRITICS AWARDS FOR ARAB FILMS']"
Emily Ivins,,['Reparto'],[],
Spencer Sherry,,"['Guion', 'Reparto', 'Equipos adicionales']",[],
Lisa Bennet,,['Reparto'],"['Hounds of Love (2016)', 'Broken Contract (2018)', 'Wasted on the Young (2010)']",
Seon Lee,,['Reparto'],[],
Cameron Feimster,,['Reparto'],"['Midnight Cabaret (2012)', 'Extreme the Movie (2015)']",
John Wiseman,,"['Producción', 'Cámara y electricidad', 'Edición']",[],
Chang Chen,1976.0,"['Reparto', 'Producción']","['Tigre y dragón (2000)', 'Acantilado rojo (2008)', 'Un día de verano (1991)']","['Golden Horse Film Festival', 'Beijing Student Film Festival', 'To Ten Chinese Films Festival', 'Iqiyi TV and Movie Awards']"
Jim Holmes,,"['Reparto', 'Producción', 'Dirección']",[],
Natasha Gregson Wagner,1970.0,"['Reparto', 'Producción', 'Banda sonora']","['Carretera perdida (1997)', 'Leyenda urbana (1998)']",['Golden Apple Awards']
Andre Malerba,,"['Reparto', 'Cámara y electricidad']",[],
Shahin Ezaz,,"['Dirección de producción', 'Producción', 'Equipos adicionales']",[],
Stefanie Drummond,,"['Reparto', 'Dirección', 'Guion']",[],
Paul Buckfast Taylor,,['Reparto'],[],
Natasha Calis,1999.0,"['Reparto', 'Producción']","['La tapadera (2012)', 'The Harvest (2013)']",
Joseph J. Motton,,['Reparto'],[],
Madison Russ,,"['Reparto', 'Dirección']",[],[]
Giselle Fernandez,,"['Reparto', 'Equipos adicionales']",[],
Miroslav Krobot,1951.0,"['Reparto', 'Dirección', 'Guion']","['Díra u Hanusovic (2014)', 'Kvarteto (2017)', 'Muz se zajecima usima (2020)']","['Sun in a Net Awards, Slovakia']"
Mark Barth,1956.0,"['Cámara y electricidad', 'Producción', 'Sonido']",['Lost Angels United (2016)'],[]
Ottavio Lobefaro,,"['Reparto', 'Producción', 'Casting']",['Breathe (2014)'],
Tinoo Salehi,,['Reparto'],[],
Gurpreet Ghuggi,1971.0,"['Reparto', 'Música', 'Guion']","['Ardaas Karaan (2019)', 'Dunki (2023)', 'Singh Is Kinng (2008)']",['PTC Punjabi Film Awards']
Morrigan Chronnenberg,,['Reparto'],[],
Jonathan Cahill,,"['Reparto', 'Producción', 'Especialistas']",[],[]
David Sibley,1948.0,['Reparto'],"['45 años (2015)', 'Hotel Paraíso (1999)', 'Gandhi (1982)']",
Anton Kouznetsov,2013.0,['Reparto'],"['Mondialito (2000)', 'Carlos (2010)', 'Clandestinos (1997)']",
Mike Armijo,,['Reparto'],[],
Sergio Torrico,1979.0,['Reparto'],"['El otro guardaespaldas 2 (2021)', 'Lugares a los que nunca hemos ido (2022)', 'El Ministerio del Tiempo (2015)']",['Málaga Spanish Film Festival']
Chelsea Mensah,,['Reparto'],[],
Jonathan Asiamah,,"['Reparto', 'Música']",[],
Carey Scott,1965.0,"['Reparto', 'Equipos adicionales', 'Dirección']","['American Horror Stories (2021)', 'Hollywood (2020)', 'Mad Men (2007)']",['KIDS FIRST! Film Festival']
Kaori Nazuka,1985.0,"['Reparto', 'Música', 'Banda sonora']","['Atrapado en la Red (2002)', 'Kôkyô shihen Eureka Sebun (2005)']",[]
Nadège August,,"['Reparto', 'Guion', 'Producción']","['Ruthless (2020)', 'Out of Time (2021)']",
Daming Chen,,"['Reparto', 'Dirección', 'Guion']",[],"['Chinese American Film Festival (C.A.F.F.)', 'Brasilia Film Festival']"
Jasper,1980.0,"['Reparto', 'Producción', 'Guion']","['Infiltrado en el KKKlan (2018)', 'Vikingos (2013)', 'Heart of a Lion (2013)']","['Berlin International Film Festival', 'Jussi Awards', 'Brussels International Independent Film Festival']"
Michael Foz-Sesmundo,,['Reparto'],[],[]
Lewis Copson,,"['Reparto', 'Dirección', 'Cámara y electricidad']",[],
Ivana Slavcheva,1997.0,"['Sonido', 'Reparto', 'Cámara y electricidad']","['Roman (2021)', 'Leaper (2020)']",
Mahmoud Hemida,1953.0,"['Reparto', 'Producción']","['Gannat al shayateen (1999)', 'Malek wa ketaba (2006)']","['Alexandria International Film Festival', 'Cairo National Festival for Egyptian Cinema', 'Kazan International Festival of Muslim Cinema']"
Tatiana Zappardino,,"['Reparto', 'Guion', 'Producción']","['Tulsa King (2022)', 'El consultor (2023)', 'This Is Us (2016)']","['Independent Shorts Awards', 'Indie Short Fest']"
Kk Taharpuriya,,"['Reparto', 'Dirección', 'Composición']","['Zimmi 4 (2022)', 'Teri Meri Jodi (2019)']",
Chris Anthony,1957.0,['Reparto'],['Barbie Cool Looks Fashion Designer (1997)'],['Voice Arts Awards']
Nakagawa,,['Reparto'],"['Citizen Dame (2017)', 'The Challenge (1998)']",[]
Balakrishna,1960.0,"['Reparto', 'Producción', 'Dirección']","['Simha (2010)', 'Akhanda (2021)', 'Gautamiputra Satakarni (2017)']","['South Indian International Movie Awards', 'CineMAA Awards', 'Nandi Awards']"
Dascha Polanco,1982.0,"['Reparto', 'Banda sonora']","['Orange Is the New Black (2013)', 'En un barrio de Nueva York (2021)', 'Joy (2015)']","['ALMA Awards', 'Screen Actors Guild Awards', 'Indie Grits, US', 'Voice Arts Awards']"
Shaun Fletcher,,"['Reparto', 'Guion', 'Producción']","['El convento (2018)', 'Oh What a Night (2017)', 'Exit 13 (2014)']","['LA Web Fest', 'Virgin Spring Cinefest', 'Vegas Movie Awards', 'Tagore International Film Festival', 'Thinking Hat Fiction Challenge', 'Gold Star Movie Awards', 'Paris Film Awards']"
Michael Arias,,"['Dirección', 'Efectos visuales', 'Producción']",[],['Sitges - Catalonian International Film Festival']
Yosuke Ichikawa,1980.0,['Reparto'],"['Gôgô sentai Bôkenger tai Sûpâ Sentai (2007)', 'Mahou sentai Magirenjâ (2005)', 'Mahou sentai Magirenjâ vs Dekaranger (2006)']",
Jessica Carlson,,"['Reparto', 'Producción', 'Equipo ejecutivo']","['El circo de los extraños (2009)', 'Con C mayúscula (2010)']",['Young Artist Awards']
Krista Amico,,['Reparto'],[],
Nico Moorrees,,"['Reparto', 'Producción']",[],
Pushpa Narayan,,"['Reparto', 'Producción']",[],
Ryu Seung-ryong,1970.0,['Reparto'],"['Guerra de flechas (2011)', 'Nae anaeui modeun geot (2012)']","['Grand Bell Awards, South Korea', 'Baek Sang Art Awards', 'Blue Dragon Awards', 'Buil Film Awards', 'KOFRA Film Awards', ""Korean Film Actor's Association Awards""]"
Constanza Piccoli,1992.0,['Reparto'],"['La Familia de al Lado (2010)', 'Aquí mando yo (2011)', 'Dos por Uno (2013)']",[]
Tanya Allen,,['Reparto'],"['Silent Hill (2006)', 'The Newsroom (1996)', 'Retratos del más allá (2008)']",['Gemini Awards']
Alberto C. Ojeda,,"['Reparto', 'Cámara y electricidad', 'Equipos adicionales']",[],
Diana Penty,1985.0,['Reparto'],"['Cocktail (2012)', 'Happy Bhag Jayegi (2016)', 'Bloody Daddy (2023)']","['Vogue Beauty Awards', 'Cosmopolitan Fun Fearless Awards']"
Julie Estelle,1989.0,['Reparto'],"['Redada asesina 2 (2014)', 'The Night Comes for Us (2018)', 'Surat dari Praha (2016)']","['World Premieres Film Festival', 'Jackie Chan International Action Film Week']"
Kevin Boy,,['Reparto'],[],
Sara Downing,1979.0,"['Reparto', 'Edición']","['La masacre de Toolbox (2004)', 'Nunca me han besado (1999)', 'The Grift (2008)']",
Alexandria DeBerry,1994.0,['Reparto'],"['Amor en el paraíso (2016)', 'Lazer Team (2015)']",['Christian Film Festival-Menchville Baptist Church']
Jessica Y. Martin,,"['Reparto', 'Equipos adicionales']",['The October Flowers (2018)'],
Matt Sensenig,,['Reparto'],[],
Twan Holliday,,"['Reparto', 'Especialistas', 'Dirección de la segunda unidad o asistencia a dirección']","['American Mary (2012)', 'El guía del desfiladero (2007)', 'Stan Helsing (2009)']",[]
Craig Boldman,,['Reparto'],[],
Kalasala Babu,2018.0,['Reparto'],"['Neelambari (2010)', 'Lion (2006)', 'Runway (2004)']",
Makenzie Clark,,['Reparto'],[],
Reed Anthony,2001.0,['Reparto'],[],
Gregory J. Moorman,1986.0,"['Reparto', 'Edición', 'Producción']","['Mano a Mano (2015)', 'Turning Point (2008)', 'North Mission Road (2003)']",
Abeo Jackson,,['Reparto'],[],
Elizabeth Debicki,1990.0,"['Reparto', 'Producción']","['El gran Gatsby (2013)', 'Viudas (2018)', 'Tenet (2020)']","['Critics Choice Awards', 'Cannes Film Festival', 'Golden Globes, USA', 'Screen Actors Guild Awards', 'Alliance of Women Film Journalists', 'Women Film Critics Circle Awards', 'Australian Academy of Cinema and Television Arts (AACTA) Awards', 'Hawaii Film Critics Society', 'Astra Television Awards']"
Jamal James,,['Reparto'],[],
Arsenio Campos,1946.0,['Reparto'],"['La huella (1991)', 'Soy tu dueña (2010)', 'Desafío en el asfalto (1978)']",
Krister Kern,,['Reparto'],[],
Emanuel Gallmon,,['Reparto'],[],
Donal Logue,1966.0,"['Reparto', 'Producción', 'Dirección']","['Blade (1998)', 'Zodiac (2007)', 'El patriota (2000)']","['Sundance Film Festival', 'Ashland Independent Film Festival']"
Shimaji,,['Animación'],[],
Ronan Vibert,1964.0,['Reparto'],['Tristán e Isolda (2006)'],['The Short Film Awards']
Austin King,,['Reparto'],[],
Alejandro Duarte,,['Reparto'],[],
Yuming Hey,,['Reparto'],[],
Nicole Girouard,,"['Reparto', 'Equipos adicionales']",[],
Cyrus Bee,,['Reparto'],[],
Moritz Klaus,1999.0,['Reparto'],"['Sin novedad en el frente (2022)', 'Kleine Morde (2012)', 'Phoenixsee (2016)']",[]
Robert Noble,1950.0,['Reparto'],"['El alucinante viaje de Bill y Ted (1991)', 'Little Boy (2015)']",[]
Chao Jiang,,['Reparto'],[],
Raban Bieling,1993.0,"['Reparto', 'Banda sonora']","['Un invitado por Navidad (2005)', 'Los Buddenbrook (2008)', 'Midsommar Stories (1999)']",['Munich Film Festival']
Piotr Paraska,,['Reparto'],[],
Ty Fanning,,"['Reparto', 'Producción', 'Guion']","['Chicago Med (2015)', 'Hollis (2015)', 'Search Party (2016)']",[]
Vanessa Gomez,1984.0,"['Producción', 'Guion', 'Reparto']","['Belleza y poder (1987)', 'Come Together (2008)', 'Dread Central Live (2014)']",[]
Krzysztof Kolbasiuk,1952.0,['Reparto'],"['Pan Tadeusz (1999)', 'Dluznicy smierci (1986)', 'Tam i z powrotem (2002)']",
Kôtarô Shiga,1948.0,['Reparto'],"['After life (1998)', 'Gintama (2017)', 'Urutoraman Ôbu (2016)']",
Shaun Williamson,1965.0,"['Reparto', 'Guion', 'Producción']","['Increíble pero falso (2009)', 'Gente de barrio (1985)', 'Extras (2005)']",[]
Alex,1970.0,"['Guion', 'Producción', 'Dirección']","['Ex_Machina (2014)', 'Aniquilación (2018)', 'Men (2022)']","['Boston Society of Film Critics Awards', 'British Independent Film Awards', 'Chicago Film Critics Association Awards', 'Directors Guild of America, USA', 'Gérardmer Film Festival', 'Las Vegas Film Critics Society Awards', 'Neuchâtel International Fantastic Film Festival', 'Palm Springs International Film Festival', 'Toronto Film Critics Association Awards', ""Writers' Guild of Great Britain"", 'Amsterdam Fantastic Film Festival', 'Seattle Film Critics Awards', 'Fangoria Chainsaw Awards', 'CINE Golden Eagle Film and Video Competition', 'Screenwriters Choice Awards, Online', 'New York Film Critics, Online', 'CinEuphoria Awards', 'Oklahoma Film Critics Circle Awards', 'Online Film & Television Association', 'Imagine Film Festival, NL', 'Calgary Underground Film Festival']"
Kenji Noda,,['Cámara y electricidad'],[],
Tara Reed,,"['Producción', 'Reparto']",[],
Brent Howard,,['Reparto'],['Blue Heelers (1994)'],
Austin Stowell,1984.0,"['Reparto', 'Producción', 'Banda sonora']","['El puente de los espías (2015)', 'Whiplash (2014)', 'Swallow (2019)']",[]
Jamie Beamish,1976.0,"['Reparto', 'Música']","['Los Bridgerton (2020)', 'Derry Girls (2018)', 'Extra Ordinario (2019)']",
Shannon Perreault,,"['Reparto', 'Edición', 'Equipos adicionales']",[],[]
Ra Mi-ran,1975.0,['Reparto'],"['The Last Princess (2016)', 'Sympathy for Lady Vengeance (2005)', 'Hope (2013)']","['Grand Bell Awards, South Korea', 'Baek Sang Art Awards', 'Blue Dragon Awards', 'KOFRA Film Awards', 'Chunsa Film Art Awards', 'Max Movie Awards, South Korea', 'KBS Drama Awards']"
