,puntuacion_imdb,direccion,guion,argumento,duracion,titulo,anio;;;;;
"1255,6.3,Claude Berri,""['Claude Berri', 'Claude Berri', 'Christian Oster']"",""After his wife leaves him for another man, Jacques hires a housekeeper, Laura, to keep his Paris apartment in order."",91,une femme de ménage,2002";;;;;
"1256,5.6,Phil Price,""['Myles Hainsworth', 'Phil Price']"",""Three childhood friends graduate from university and try, against steadily increasing odds, to enjoy one last summer of immaturity."",93,summer,2002";;;;;
"1257,5.2,Rainer Matsutani,""['Johann Wolfgang von Goethe', 'Rainer Matsutani']"",Comedy of a luckless cab driver who sells his soul to Mephisto to live the life of one of his idols.,85,""666 - traue keinem, mit dem du schläfst!"",2002";;;;;
"1258,5.3,Peter Mattei,Peter Mattei,""New York serves as a backdrop for a cast of characters in search of love, lust or lucre including a woman who makes awkward moves on the man renovating her SoHo loft, an embezzler, a sleazy artist and a phone psychic."",90,love in the time of money,2002";;;;;
"1259,5.4,Reinhard Schwabenitzky,""['Alexander Hahn', 'Alexander Mahler', 'Fred Schiller']"",About a pair of twin sisters who both want to succeed in showbiz. Problems arise when it's obvious only one sister has the talent to succeed. The other sister becomes extremely jealous and cause a minor chaos.,99,she me and her,2002";;;;;
1260,7.4,Carlos Sorin,Pablo Solarz,-,92,historias mínimas,2002;;;;;
"1261,6.3,Daniel Burman,""['Daniel Burman', 'Emiliano Torres']"",""This is the story of Julián, an ophthalmologist who is upset due his wife recent death (a flight-attendant) and Teresa (an unhappy stewardess). Julián travels to Ushuaia, where he met his wife, to scatter her ashes and to end his own life by staying out in the open till he is dead. In a sky resort lift rise he meets Teresa where she also is trying to kill her self in ... Leer todo"",96,every stewardess goes to heaven,2002";;;;;
"1262,7.0,Gérard Jugnot,""['Gérard Jugnot', 'Philippe Lopes-Curval']"",""In 1942, in occupied Paris, the apolitical grocer Edmond Batignole lives with his wife and daughter in a small apartment in the building of his grocery. When Pierre-Jean Lamour, his future son-in-law and collaborator of the Germans calls the Germans to arrest the Jewish Bernstein family, they move to the confiscated apartment. Some days later, the young Simon Bernstei... Leer todo"",100,monsieur batignole,2002";;;;;
"1263,6.7,Paul Moloney,""['Mick Molloy', 'Richard Molloy']"",""When dwindling membership and increasing overheads makes a local bowling club and prime candidate for a takeover, it's all hands on deck to save the club, in what turns into an epic battle where young meets old, greed meets good and people rise to the occasion in extraordinary circumstances."",92,crackerjack,2002";;;;;
"1264,3.6,Peter Bay,""['Peter Bay', 'Mads Brenøe', 'Dunja Gry Jensen']"",""The 33 years old publishing editor really likes to make people happy. He has big difficulties in saying no to his surroundings, and that causes him a lot of trouble along the road..."",85,humørkort-stativ-sælgerens søn,2002";;;;;
"1265,5.6,Glenn Rockowitz,Glenn Rockowitz,""A ragtag group of supremely unfunny comedians vie for a spot in an upcoming stand up comedy festival in the mockumentary style. Starring Jim Gaffigan, Victor Varnado."",93,hacks,2002";;;;;
"1266,4.3,Dustin Guy,Dustin Guy,""After getting dumped by his girlfriend Mallory, Charlie hatches a plan to get her back: secretly befriending her new boyfriend and sabotaging their relationship from the inside out."",88,the mallory effect,2002";;;;;
"1267,6.0,Aziz M. Osman,Aziz M. Osman,""Tells about Farah, a successful lawyer and her sister, Nana. Trouble arises when Nana idolizes Elise, a popular singer. Farah started getting to know Mukriz and over time developed a crush on Mukriz."",110,idola,2002";;;;;
"1268,7.8,Joe Aaron,Joe Aaron,""Crazy jones is the story of Finnigan Jones, a depressed, semi-suicidal leaf-blower with Tourette's Syndrome (T.S.). He has no life (lives at home with his mother) and no reason to live. During the course of the story we also learn that his father died at age 40";" and now, as Jones approaches his 40th birthday, he suffers from """"survivor's guilt."""" His mother wants a norm... Leer todo"",93,crazy jones,2002";;;;
"1269,5.3,Claude Duty,""['Jean-Philippe Barrau', 'Claude Duty', 'Pascale Faure']"",""Crossing paths of three lost young women: Elodie wants her daughter back, Natacha wants her cat back, and Marianne wants her soul back. They find friendship and love, encountering many drinks, sex partners, hair problems, and various animals..."",100,""filles perdues, cheveux gras"",2002";;;;;
"1270,5.1,""['Eric Donell', 'Martin Söder']"",Eric Donell,""André moves to Lycksele, a small town in the north of Sweden, he wants to be alone. Instead he meets Sanna and finds love. But it seems almost impossible to connect with André."",96,utanför din dörr,2002";;;;;
"1271,5.8,Marcus Raboy,""['Ice Cube', 'DJ Pooh']"",""Working as security guards, Craig and Day-Day run into the thief who stole their Christmas presents."",85,friday after next,2002";;;;;
"1272,6.9,Bettina Wilhelm,""['Jane Corbett', 'Bettina Wilhelm']"",-,93,julies geist,2002";;;;;
"1273,4.8,Soo Lyu,""['Soo Lyu', 'Edward Stanulis']"",Three beautiful masseurs are committed to their upstanding clients and their jobs. But their new manager is trying to run an honest business. Will he be able to stop the girls from giving their customers a little something extra?,90,rub & tug,2002";;;;;
"1274,6.6,Roger Avary,""['Bret Easton Ellis', 'Roger Avary']"",-,110,the rules of attraction,2002";;;;;
1275,6.3,Álex de la Iglesia,Jorge GuerricaechevarríaÁlex de la Iglesia,-,124,800 balas,2002;;;;;
1276,6.6,Jesper W. Nielsen,Kim Fupz Aakeson,A bittersweet comedy with dogma star Paprika Steen in the strong leading role.,97,okay,2002;;;;;
"1277,6.1,""['Kelly Requa', 'Whitney Requa']"",""['Kelly Requa', 'Whitney Requa']"",""Shot in beautiful coastal Washington just weeks after the 9/11 attack on America, this hip and stylish film focuses on a group of friends dealing with their passage to adulthood and their destructive buddy, Harper, pitted at the center."",102,the flats,2002";;;;;
"1278,5.9,Eduardo Milewicz,""['Carmen López-Areal', 'Eduardo Milewicz']"",""Samy Goldstein, a writer for a television program, is surrounded by an oppressive female environment. Then decides to resume his passion for literature. Meet Mary, a beauty in crisis. From there a series of misunderstandings will happen."",85,samy y yo,2002";;;;;
"1279,6.5,Rolf Schrader,""['Glenn M. Benest', 'Timothy Wurtz']"",""The story focuses on a young, up-and-coming chef who caters a party for four mysterious women only to discover they have a shocking surprise in store for him."",82,hungry hearts,2002";;;;;
1280,6.8,Manon Briand,Manon Briand,A seismologist investigates the mysterious cessation of the tides near her Quebec home town.,115,la turbulence des fluides,2002;;;;;
"1281,7.3,Fatih Akin,Ruth Toma,""In the sixties Romano Amato, his wife Rosa and their two sons Giancarlo and Gigi emigrate from Solino in Italy to Duisburg in the Ruhr area and establish the first Pizza restaurant in town. Their business emerges well and both children get used to Germany. 10 years later the brothers fall in love with the same woman";" they break tie with each other in anger and Gigi re... Leer todo"",124,solino,2002";;;;
"1282,6.1,Danièle Thompson,""['Christopher Thompson', 'Danièle Thompson']"",""A worn-out businessman and a beautician on the run collide in a Paris airport. Love arrives, all its hurdles be damned."",91,décalage horaire,2002";;;;;
"1283,4.2,Axel Sand,""['Philipp Weinges', 'Günter Knarr', 'John Friedmann']"",A couple of slackers find an antique dagger and manage to free the gorgeous female warrior was imprisoned in it by an evil spell. An evil sorcerer is not happy by this turn of events and determines to possess both the blade and the warrior through a sacrificial ceremony. The two heroes manage to rescue the damsel in distress and defeat the wizard and his minions by em... Leer todo,80,erkan & stefan gegen die mächte der finsternis,2002";;;;;
1284,4.0,Jonathan English,Mark Millen,Three petty criminals try to escape their lower class lives by making a film about a bank robber... one they actually attempt.,94,nailing vienna,2002;;;;;
"1285,4.4,Jeff Daniels,""['Jeff Daniels', 'Guy Sanville']"",Two door to door vacuum cleaner salesmen hilariously compete against each other.,93,super sucker,2002";;;;;
"1286,4.4,Gary J. Tunnicliffe,""['Jonathan Bogner', 'Timothy Dolan', 'Jacob Grimm']"",-,89,hansel & gretel,2002";;;;;
"1287,5.5,Daniel Monzón,""['Jorge Guerricaechevarría', 'Daniel Monzón']"",-,105,el robo más grande jamás contado,2002";;;;;
"1288,6.9,Zoltan Spirandelli,Zoltan Spirandelli,""Three monks are making their way from Germany to a monastry in Italy, because they cannot afford the rent for their facility any longer."",106,vaya con dios,2002";;;;;
1289,6.1,Brad Fraser,Brad Fraser,A famous painter creates a triangle in a young couple's marriage.,89,leaving metropolis,2002;;;;;
"1290,7.7,Tom Kiesche,Tom Kiesche,""Someone killed legendary porn king Fat Guy, and Detectives Moose & Squirrel must go deep undercover (literally) to find the murderer with the help of their """"special"""" homicide unit. The trail twists and turns until the squad uncovers more than anyone would have ever given them credit for."",84,murderous camouflage,2002";;;;;
1291,4.2,Sam Henry Kass,Sam Henry Kass,A bet leads two couples to play a naked game blindfolded where they have to find their partner..,83,naked movie,2002;;;;;
"1292,6.2,Jay Roach,""['Mike Myers', 'Michael Mc', 'Cullers']"",-,94,austin powers in goldmember,2002";;;;;
"1293,5.4,Alessandra Populin,""['Giorgio Basile', 'Diego Cestino', 'Andrea Valentini']"",-,103,operazione rosmarino,2002";;;;;
1294,4.6,Granz Henman,Granz Henman,A German high school kid has his dick talking to him. Its advice keeps getting Flo into trouble. His friend has plans on how Flo can get his dream girl.,85,knallharte jungs,2002;;;;;
"1295,6.8,Damien O'Donnell,""['Paul Fraser', 'Richard Jobson', 'Andrew Keyte']"",""Expelled from his local darts team, a mild mannered newsagent rushes across the country to the final on his own."",91,heartlands,2002";;;;;
"1296,3.3,Perry Andelin Blake,""['Dana Carvey', 'Harris Goldberg']"",An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.,80,the master of disguise,2002";;;;;
"1297,4.4,Fabien Onteniente,""['Emanuel Booz', 'Philippe Guillard', 'Fabien Onteniente']"",""At the Fresnes remand center, a football match takes place in the courtyard. Tibor Kovacs, a young Hungarian, works wonders with the ball. A true football virtuoso, he dreams of playing for the French team."",98,3 zéros,2002";;;;;
"1298,5.5,Jean-Claude Lord,""['Denyse Benoît', 'Daniel Morin']"",""For years, the post office has delivered mail addressed to Santa Claus to the small isolated community of North Station, the closest thing they know name-wise to the North Pole. Sometime in the 1950's, teen-aged North Station residents Samuel and his girlfriend Evelyne continue a tradition started by Samuel's grandfather Edgar - who recently passed away - of personall... Leer todo"",111,station nord,2002";;;;;
1299,7.5,Ray Melendez,Ray Melendez,-,-,one way,2002;;;;;
"1300,5.3,Vanessa Parise,Vanessa Parise,""Danni is the first Sposato daughter to marry";" that is, if her three wild sisters don't first tear the family apart. Niki, Chrissy and Toni return home for the long overdue Italian-style family reunion, and quickly try to one-up the other."",89,kiss the bride,2002";;;;
"1301,5.6,Nicolás Echevarría,Juan Villoro,""A couple has to deal with its own problems, while living in a city like Mexico City, where everything seems chaotic."",92,vivir mata,2002";;;;;
"1302,6.9,Patricia Cardoso,""['Josefina Lopez', 'George La', 'Voo']"",-,90,real women have curves,2002";;;;;
"1303,6.4,Flora Gomes,""['Flora Gomes', 'Franck Moisnard']"",""It has always been a firm conviction of the family that any woman who sings, will die. Now, while a girl is in France she becomes an international star. She realises that sooner rather than later her mother in Africa will learn that she sings. To solve this dilemma she goes back to her native village and arranges her own funeral, albeit with instantaneous rebirth. She... Leer todo"",110,nha fala,2002";;;;;
"1304,6.5,Rick Famuyiwa,""['Michael Elliot', 'Rick Famuyiwa']"",""Friends since childhood, a magazine editor and a hip-hop record executive stumble into romantic territory."",109,brown sugar,2002";;;;;
"1305,5.4,Betty Thomas,""['Morton S. Fine', 'David Friedkin', 'Marianne Wibberley']"",-,97,i spy,2002";;;;;
"1306,5.4,Didier Tronchet,Didier Tronchet,""A young man, to whom life has never smiled, decides to change his destiny and begins by conquering the pretty woman with whom he fell in love."",95,le nouveau jean-claude,2002";;;;;
"1307,5.6,""['Måns Herngren', 'Hannes Holm']"",""['Måns Herngren', 'Hannes Holm']"",""35-year old Magnus Edkvist hates class reunions as much as anyone and usually skip them. Still he accepts an invitation for a reunion for class he left over twenty years ago. But he has his reasons, as there is a chance that his teen love Hillevi will show up. The girl he wanted to run away with and share the rest of his life. The girl that got away..."",103,klassfesten,2002";;;;;
"1308,3.5,Wolf Gremm,""['Jonathan Brett', 'Wolf Gremm', 'Hans Werner Kettenbach']"",""Nancy, born in Hungary, now lives in New York and studies behaviorism at the Columbia University. At a party on a yacht she meet the German businessman Frank."",94,nancy & frank - a manhattan love story,2002";;;;;
1309,6.7,Jérôme Bonnell,Jérôme Bonnell,A bereaved young man falls in love with a shop assistant he glimpses in a window and secretly tries to get to know her better.,96,le chignon d'olga,2002;;;;;
