INDICE,puntuacion,direccion,guionista,descripcion,mes_estreno,titulo,anio
1460,-,"['Taylor De', 'Camillo', 'Arnaud Lin']",Arnaud Lin,"A fashion film inspired by the story of Eva Ionesco. During the 1970's, her mother, the French photographer Irina Ionesco took erotic photos of her from the age of 4 to 12. Garments by Pauline De Blonay",4,sa candeur se fâne,2017
1461,-,Alex Sandoval,Alex Sandoval,"A young man loses his wife at the birth of his first child, and he desperate to understand that he will have to educate him alone.",15,luz difunta,2017
1462,-,Eugenia Reynoso,Eugenia Reynoso,-,15,libertad condicional final,2017
1463,-,Maxim Lecompte,Maxim Lecompte,Four stages in the romance between a woman and a man.,7,miss atomic bomb,2017
1464,-,Tusha Pandey,Tusha Pandey,-,-,chai coffee mix,2017
1465,-,Steven Burneson,Steven Burneson,"Elaine is set to celebrate her new minor, but Mike and Julianna have other plans.",15,how to give,2017
1466,-,Sandeep Ravindranath,Sandeep Ravindranath,-,-,larry,2017
1467,-,Thomas Edward,Thomas Edward,-,-,where we left off,2017
1468,-,Honey Singh,"['Jayant Gilatar', 'Jiten Purohit']",-,-,opportunist,2017
1469,-,Jayant Gilatar,"['Kumar Sanu', 'Manoj Sisodiya']",-,-,meri aawaz suno,2017
1470,-,-,Jiten Purohit,-,-,sweet 60,2017
1471,-,George Nicholas,George Nicholas,A first responder finds her estranged father in need of help.,-,stay,2017
1472,-,Manya Kay,Manya Kay,A girl gets ready for a date. Events take an unexpected and depressing turn.,8,thank you,2017
1473,-,Patrick Alexander,Patrick Alexander,An off-duty Uber Driver's night takes a turn when he receives bad news.,1,designated drunk driver,2017
1474,-,Emma Sánchez-Quiñones,Angie Corral,-,9,retinas de alquiler,2017
1475,-,"['Leila Mc', 'Millan']","['Leila Mc', 'Millan']","In this work we measure ourselves through the arc of light and shadow. We step into our shadows only to escape them in our nostalgia for the light. Swallowing clouds we pass through the deliciousness of our desires, knowing we cannot have one without the other.",22,3 fingers at arm's length,2017
1476,-,Zhichun Huang,Zhichun Huang,Newly immigrated Chinese mother and daughter who are going through the threshold of cultural assimilation live under the situation of water shortage in a shabby household in Los Angeles.,-,wash,2017
1477,-,Amy Benjamin,Eric James Gravolin,-,-,the day we (un)met,2017
1478,-,Andrew Hostler,Michael St. Germain,-,-,pause,2017
1479,-,Bruno Autran,Bruno Autran,"The recent scenery of intolerance in Brazil and around the World, makes Joan of Arc survives.",4,joana d'arc,2017
1480,-,Nick Madison,Nick Madison,"Several estranged cousins come together after the death of their grandparents, but they quickly learn that things will never be the same.",27,cousins,2017
1481,-,Nick Madison,Nick Madison,"Teenagers Luke and Scarlet fall in and out of love and after a tragedy, Dr. Sparbel must help Luke come to terms with reality.",13,15 minutes,2017
1482,-,"['Daniel Lugo De', 'Arellano']","['Ricardo Cano', 'Daniel Lugo De', 'Arellano', 'Jonathan Diaz']",-,-,coming home,2017
1483,-,Jonathan Diaz Mayagoitia,Jonathan Diaz Mayagoitia,-,-,arsénica,2017
1484,-,Christopher Davison,"['Christopher Davison', 'Bethany Marie Wilson']",-,-,the cipher,2017
1485,-,Christine Eunji Kim,Christine Eunji Kim,A story about a girl who never says what she means to say. And the one time she does.,-,inside voices,2017
1486,-,Siamak Kashefazar,Siamak Kashefazar,-,20,brokers,2017
1487,-,Fafe Knapp,Fafe Knapp,-,-,cause to play,2017
1488,-,Oswald Thomas,Oswald Thomas,-,-,red light monk,2017
1489,-,Stefani Raycheva,Stefani Raycheva,When does children grow up?,6,butterflies,2017
1490,-,Panini Rajkumar,-,-,-,naked and silent,2017
1491,-,"['Felix Gerbrod', 'Andreas Thedens']","['Felix Gerbrod', 'Andreas Thedens']","Three people are locked up in a bunker after an apocalyptic event, they cope well, but only have two records left.",12,plattentausch,2017
1492,-,Brandon J. Rivers,Courtney Davis,"When the son of a broken but spiritual family is in a horrific accident, the family must try and keep it together with all the gilt while supporting there love one. While the son is fighting for his life.",7,here for family,2017
1493,-,Tatiana Wisniewski,Tatiana Wisniewski,-,10,kairós,2017
1494,-,Tatiana Wisniewski,Tatiana Wisniewski,"After years of being abused by her partner, she decides to put an end to it.",4,ghost of a body,2017
1495,-,Genevieve Kertesz,"['Genevieve Kertesz', 'Joshua Todd']","Mitch is a man who lives a controlled life with a self imposed strict set of rules and boundaries. One night he is dragged against his wishes into a fantasy strip club called ""Daydream"" where he meets Emily.",15,daydream,2017
1496,8.5,Youssef Sanheji,Youssef Sanheji,"Sarra, a young autistic girl finds herself locked up home by her mother Hend who does not accept her illness. Obsessed by her social reputation, Hend devotes herself to her daughter and decides to cure her in her own way.",16,aquarium,2017
1497,9.2,Imène Alnasiri Boulos,Imène Alnasiri Boulos,"Océane is a little blind girl. She spends her days playing at the edge of the beach. She is very attached to her grandfather. Her grandfather enters the depths of the sea on a day of a great storm. While waiting for him, Oceane crystallizes and becomes a wax doll.",27,asrar al-rih,2017
1498,8.7,Haithem Sakouhi,Haithem Sakouhi,"The narrator, a screenwriter, tells his life as well as the daily life of his street artists friends in a brand new reality context.",15,1999,2017
1499,8.9,Insaf Arafa,Insaf Arafa,A moment of life of a young couple who finds themselves facing a probable eternal separation.,25,barzakh,2017
1500,-,James Barth Kabuya,James Barth Kabuya,-,-,menace commune,2018
1501,-,Pacifique Aganze Tabaro,Pacifique Aganze Tabaro,-,-,kadogo,2018
1502,-,Paul K.VPaul Villenave,Paul K.V,-,-,neon passion,2018
1503,-,"['S.A. Brown', 'Kyon Edwards']",Kyon Edwards,Rodney goes to a party and end up getting kidnapped by Queen the drug lord. Queen decided to hold Rodney for ransom. And if Queen doesn't get her money from his brother she is going to kill Rodney.,-,brotherly love,2018
1504,-,Hugues Espinasse,"['Hugues Espinasse', 'Nicolas Robin']",-,10,a bloc,2018
1505,-,Bryan G. Uricoechea,Bryan G. Uricoechea,Laurence Denny wakes up to find himself captive of man who thought Laurence was his brother.,12,form 1,2018
1506,-,Laura Dorn,"['Georg Büchner', 'Jonathan Parr']",-,30,fragments,2018
1507,-,Peter Colbert,Peter Colbert,"The story of legendary delta blues guitarist Robert Johnson's alleged deal with the Devil, but not the Devil you know.",18,at the crossroads down yonder,2018
1508,-,Julian Reich,-,"If creativity was a person living inside of you, would it change the way you treat yourself?",10,selflove,2018
1509,-,Hem Chandra Borah,Hem Chandra Borah,"A widowed mother from a remote village struggles every day to survive with her only son who wants to realize his dream of higher studies must preserve her sanity against a wimenizer too, until her son decides to give up his dream and become a boatman like his demised father killed in an accident in the river.",39,the day dreams,2018
1510,-,Ramona Taylor,Ramona Taylor,-,-,half the battle,2018
1511,-,Anil Kumar Reddy Vootkuri,-,-,-,c/o krishnanagar,2018
1512,6.9,Harun Baysan,Harun BaysanÇetin Kurt,"Akif, who has to look after his diseased father, is a draft dodger. He has no one to entrust his father to. There is only one way to avoid compulsory military service. He gets close to Ugur who is exempt from military service.",30,akif,2018
1513,-,Raman Turhan,Raman Turhan,"The dream of a homeless person is to be able to enter Universal Expo, having heard a lot of good things about this huge event that aims to improve the world: healthy food for all, renewable energy, respect for the Earth and promote the decrease of hunger in the world. After weeks of begging, he is able to enter the Expo. Finally, after so much effort and sacrifice, he... Leer todo",-,dream expo,2018
1514,-,Oscar Barba-Vargas,Oscar Barba-Vargas,A couple of young roommates living a blue-collar lifestyle try to figure out adulthood in modern-day society.,11,past due,2018
1515,-,Pierre De Gourcy,"['Mathilde Chanthapanya', 'Pierre De Gourcy']","Adam and his mother usually spend Valentine's Day together. This year, he wants to invite her to a drag show where he will play ""Dalida"", their idol. Will she finally accept his identity?",9,flamboyante,2018
1516,8.7,Daniel Roy,"['Daniel Roy', 'Vanessa Yuille']",Tom returns home after many combat tours only to find himself fighting another war from within.,5,22,2018
1517,-,Adam Jumba,"['Adam Jumba', 'Xavier Taylor']",-,-,asphalt saints,2018
1518,6.2,Faranak Moradi,Faranak Moradi,Lili is a waitress and obsessed with sound. she can't stand her loneliness more than before.,8,m like mobius,2018
1519,5.7,Matthew Castellanos,"['Arlene Armenta', 'Ricardo Ayala', 'Odaliz Cabrera']",A loving father faces different obstacles in a desperate attempt to attend his daughter's championship volleyball game.,7,endgame,2018
1520,-,Reid Suttles,Anton Chekhov,-,-,the cherry orchard,2018
1521,-,Solveig Herzum,Solveig Herzum,-,11,the greener the grass,2018
1522,8.2,"['Mariana Arriaga', 'Santiago Arriaga']","['Guillermo Arriaga', 'Santiago Arriaga']",Two young men are found in a small town in northern Mexico. The only thing left in the crime scene is an AR-15. We follow the gun to see where it came from; the United States.,15,b-167-980-098,2018
1523,-,Natalia Montecinos,Natalia Montecinos,An unhealthy relationship that never ends.,-,honey,2018
1524,-,Timothy Urso,"['Timothy Urso', 'Mackenzie Wilson']",-,-,turn the switch off,2018
1525,-,Virginia Gilbert,Emmaline Dowling,A father takes his daughters on an impromptu day out to the seaside with unsettling consequences.,13,day out,2018
1526,-,Sherry Rashidan,-,"First-time robber Liam breaks into the home of a confused elderly woman, Mrs. Green, who's suffering from dementia. Mrs. Green confuses Liam for her son. In order to save himself, Liam plays along as her son.",-,forget me not,2018
1527,-,Julio Ramos,"['Patrick Steward', 'Ydalie Turk']",-,-,open house,2018
1528,-,Camilla Moen-Nilsen,Camilla Moen-Nilsen,"When eleven-year-old Julia discovers a secret that has been hidden from her all her life, the relationship to her father is put in a new perspective.",16,perfekte vegger,2018
1529,-,Yi Xie,Carla Robinson,"Danny, a young Mohawk man, struggles to adjust to a life threatening condition. He just wants to be normal, refusing to listen to the warnings of his doctor, loved ones, and a spiritual visitor in his dreams.",10,the guide,2018
1530,7.3,Theo Papadoulakis,Panagiotis Papoutsakis,Christmas Eve. On a busy shopping street a young man with a crowbar causes total chaos.,4,my brother,2018
1531,-,Michael Morris,"['Hope Mc', 'Collumn', 'Michael Morris']",-,23,the other side,2018
1532,-,Sourav Paul Datta,Sourav Paul Datta,"Basudeb Roy finds that everytime he tries to make a call from his newly received mobile phone, the phone asks for a date and time in the past. Basudeb now keeps on calling his missing granddaughter in a past date and time. On being reminded by his wife, Sutapa that their granddaughter had died on a plane crash while travelling to Delhi from Kolkata along with her boyf... Leer todo",23,rupkothar kahini,2018
1533,-,Gemadipada,"['Gemadipada', 'Prabu Genta', 'Mika Savitri']",-,-,i love when you sing to me,2018
1534,-,Eoin Goyette,Eoin Goyette,-,-,young grandpa,2018
1535,-,Fabio Araujo,Fabio Araujo,-,-,100 inscritos,2018
1536,-,Richie Owens,Richie Owens,A young boy entering adolescence carries the responsibility of saving his dysfunctional family.,23,eddy,2018
1537,-,Finbar Somers,"['Finbar Somers', 'Harry Soutter']",-,-,the veil,2018
1538,7.1,Alexander Geil,Alexander Geil,A troubled teen relives his past actions.,6,a story told from the end,2018
1539,-,Evann Rodriguez,Evann Rodriguez,The story of a clown who is tired of his job.,10,clout,2018
1540,-,Martin Hilligoss,Martin Hilligoss,When a couple on the brisk of a break up find themselves in the midst of a harrowing event they must escape in order to survive.,6,runner,2018
1541,-,Harvey Gardner,Harvey Gardner,"After not seeing eye to eye for a long time, two brothers are forced to work together for one momentous task - to paint their Gran's shed.",14,shed,2018
1542,-,Wai Kuen Fu,Wai Kuen Fu,-,-,treasure,2018
1543,-,Gionata Medeot,Gionata Medeot,-,-,father 'n' son,2018
1544,-,Shlok Sharma,"['Shlok Sharma', 'Shilpa Srivastava']",-,10,beautiful world,2018
1545,-,Kyle R. Padden,Kyle R. Padden,"Daryl Fox is a police officer sent undercover to infiltrate a Chinese gang. However, the job is putting a wedge in his family life. Convinced it is his last job, he meets with his partner, Jim Kowalski. This may truly be his last job, as the gang is onto him. He must prove himself or risk losing it all.",-,outfox,2018
1546,-,Cameron Christie,Cameron Christie,"A boy, alone and isolated, receives a phone call from a mysterious woman. While on the line, the two start discussing about life in its entirety, tying in their deepest, darkest secrets into the mix. It begs the question, just who exactly is this woman?",11,the woman at the other end of the line,2018
1547,-,Terron Jones,Terron Jones,-,12,cycle,2018
1548,-,Alice Howell,Alice Howell,A female detective arrives home to an accusation from her husband.,-,the accusation,2018
1549,-,Freddy Novillo,Gilberto Mariscal Lara,-,3,la última oportunidad,2018
