,puntuacion,datos_direccion,datos_guion,argumento,duracion_minutos,nombre_peli,anio_peli
773,6.4,Tobin Addington,Tobin Addington,Firecrackers fly through the sky...ghosts dance in the dust...an old man wanders the prairie with a gun...and a small town sheriff searches for another chance.,14,dancing ground,2006
774,9.2,Akshaya Chinapa,Vince Kesavamoorthy,"Wretched is a culmination of both, the personal experience and the interpretation through the influential readings. This is a story of a black man bred in a white world, disassociated from his own race, desperately trying to reconnect with his roots, while finding himself attracted only to white women due to his assimilation to the host society. It deals with the dich... Leer todo",2,wretched,2006
775,7.2,['Juan Carlos Rulfo'],['Juan Carlos Rulfo'],-,84,en el hoyo,2006
776,-,Peter Bell,-,A staging of a fake suicide goes tragically wrong.,-,last words,2006
777,8.3,Joseph Itaya,"['Joseph Itaya', 'Matt Jenkins', 'Jeremy A Roberts']","A lonely desert highway. An insurmountable debt. Two brothers faced with an impossible decision. Logan and Kyle flee Los Angeles, scrambling to buy time and answers for Logan's gambling debt. But after Kyle's wife and son are taken as collateral, the brothers are left with a clear choice: Pay back the money, or disappear forever......",15,even money,2006
778,10.0,['Michelle Van Sandt'],Max Maksimovic,"After robbing a pharmacy, she believes that stolen pills will soothe the drug addiction and also calm her boyfriend's agonizing schizophrenic attacks. What she doesn't know is that she took the wrong pills... And that someone else... is in the room.",8,the night before the morning after,2006
779,,,,,,dancing,2006
780,8.3,Tor Mian,Ed Clark,-,9,helena,2006
781,8.8,Nicholas Barbera,Nicholas Barbera,"On the eve of his baseball hero's passing, one young fan will try to get one last autograph before his hero and his own innocence fades into the past.",12,adam's eve,2006
782,-,Carlos Griffin,-,-,-,la taqueria,2006
783,8.4,"['Steve Grothaus', 'Lonzo Jones']","['Steve Grothaus', 'Lonzo Jones']",-,17,life's riff,2006
784,9.0,Lauren Wagner,Lauren Wagner,1962 Alabama. A changing world view visits a small town diner when one day three black students attempt to desegregate the whites only lunch counter. The diner's waitress must decide if she will follow the local law of segregation or help the students while members of the town watch her every move.,13,the counter,2006
785,7.4,['John C Ludwig'],['John C Ludwig'],"The Unbroken Circle, (a tri-lingual film (English, Arabic, and Hebrew), using native language speakers), tells the ""true to life"" story of an Israeli family and a Palestinian family in Israel, and is reflective of the real struggles endured in their daily lives.",27,the unbroken circle,2006
786,8.4,Ted Speaker,Ted Speaker,-,-,losing faith,2006
787,6.4,Zeresenay Mehari,"['Ramon Gakhal', 'Zeresenay Mehari']","To write her first novel, Julia moves into a dumpy apartment where one of the walls is a virtual canvas for a local artist's haunting mural.",20,coda,2006
788,-,Jeff Yanik,"['Michael Mesa', 'Jeff Yanik']","Elliot J. Smith is a decorated police chief and gubernatorial candidate, in this story of power, friendship, love, and betrayal. With his attention split between the campaign and the investigation into the murder of the wife of his best friend and current governor, William Miller, the pressure on Chief Smith continues to build. While the chief attempts to comfort his ... Leer todo",19,broken oath,2006
789,7.9,Mesh Flinders,Mesh Flinders,"When Ana is left behind overnight on a school field trip to a local museum, she discovers that the museum is haunted by the ghost of it's famous architect Gavin Pond. Together, they set out to solve the mystery of why he has been stuck there in purgatory for so many years.",12,pond,2006
790,-,Milan Babic,Milan Babic,Two people. Cruel world. One car.,5,tryst,2006
791,9.0,Maninder Chana,Maninder Chana,"A shy young boy is given a ventriloquist dummy to work out his social skills. Unfortunately, he uses his newfound gift to put words into other people's mouths.",40,the drive-by ventriloquist,2006
792,4.8,Pouria Montazeri,"['Pouria Montazeri', 'Jalaluddin Muhammad', 'Rumi Shams Tabriz']",-,22,shams & rumi: the fragrance of axis mundi,2006
793,8.0,['Sarah Michelle Abbott'],['Sarah Michelle Abbott'],A woman's reality becomes haunted by images from someone else's past after attending a past life regression course.,15,susannah,2006
794,7.7,Simon West,Liz Tigelaar,A look at two different paths one teenage girl can take when she transfers to a new high school.,-,split decision,2006
795,8.1,Ben Shackleford,"['Shelley Egan', 'Ben Shackleford', 'Sallyanne Ryan']",An insecure loner develops an unhealthy obsession with a voice activated elevator which leads to a disturbing connection in this dark psychological thriller!,33,elevate,2006
796,7.6,Josh Turnbow,Nicholas Bonora,Interrogation of a suspect takes a turn.,6,valediction,2006
797,7.5,Sarah Arlen,Sarah Arlen,"Late one night, a terminally ill young husband and wife tell each other a mythic bedtime story, hoping it will ease their fears of losing each other. They weave their tale around an elderly married couple who also face imminent death. During the course of the fable, the ancient pair unwittingly ushers a god in disguise into their house, showing him their natural kindn... Leer todo",13,like trees,2006
